"dyad";"role";"obsno";"id";"age";"cond_dyad";"scheduled";"sent";"start";"end";"contact";"PA1";"PA2";"PA3";"NA1";"NA2";"NA3";"location"
1;1;36;1;40;"condB";2018-10-24 09:59:50;2018-10-24 09:59:55;2018-10-24 10:00:04;2018-10-24 10:02:41;0;1;1;1;66;1;91;"D"
1;1;37;1;40;"condB";2018-10-24 11:00:05;2018-10-24 11:00:11;2018-10-24 11:00:21;2018-10-24 11:00:43;0;1;1;1;63;1;88;"D"
1;1;38;1;40;"condB";2018-10-24 11:59:54;2018-10-24 11:59:58;2018-10-24 12:00:15;2018-10-24 12:01:54;0;1;3;1;65;6;92;"B"
1;1;39;1;40;"condB";2018-10-24 12:59:44;2018-10-24 12:59:49;2018-10-24 12:59:53;2018-10-24 13:01:59;0;1;1;1;83;18;84;"C"
1;1;40;1;40;"condB";2018-10-24 14:00:01;2018-10-24 14:00:10;2018-10-24 14:00:25;2018-10-24 14:02:01;0;1;1;1;92;1;86;"A"
1;1;41;1;40;"condB";2018-10-25 09:59:57;2018-10-25 10:00:10;2018-10-25 10:00:38;2018-10-25 10:03:37;0;1;1;1;77;11;90;"D"
1;1;42;1;40;"condB";2018-10-25 11:00:01;2018-10-25 11:00:14;2018-10-25 11:00:24;2018-10-25 11:01:09;0;1;19;1;64;11;93;"E"
1;1;43;1;40;"condB";2018-10-25 11:59:51;2018-10-25 12:00:32;2018-10-25 12:01:12;2018-10-25 12:02:44;0;1;6;12;67;1;93;"E"
1;1;44;1;40;"condB";2018-10-25 12:59:53;2018-10-25 13:00:10;2018-10-25 13:00:22;2018-10-25 13:02:17;0;1;1;1;61;11;90;"E"
1;1;45;1;40;"condB";2018-10-25 13:59:53;2018-10-25 13:59:55;2018-10-25 14:00:28;2018-10-25 14:02:16;0;1;9;1;37;1;88;"E"
1;1;46;1;40;"condB";2018-10-26 10:00:02;2018-10-26 10:00:13;2018-10-26 10:00:30;2018-10-26 10:01:39;1;6;29;10;24;62;90;"C"
1;1;47;1;40;"condB";2018-10-26 11:00:12;2018-10-26 11:00:15;2018-10-26 11:00:31;2018-10-26 11:02:33;0;13;15;26;24;12;85;"B"
1;1;48;1;40;"condB";2018-10-26 12:00:12;2018-10-26 12:00:20;2018-10-26 12:00:22;2018-10-26 12:01:34;0;23;17;17;15;21;93;"B"
1;1;49;1;40;"condB";2018-10-26 13:00:20;2018-10-26 13:00:24;2018-10-26 13:00:26;2018-10-26 13:01:56;0;26;22;23;1;1;95;"E"
1;1;50;1;40;"condB";2018-10-26 13:59:45;2018-10-26 13:59:45;2018-10-26 13:59:50;2018-10-26 14:01:50;0;24;21;31;1;8;98;"B"
1;1;51;1;40;"condB";2018-10-27 10:00:00;2018-10-27 10:00:05;2018-10-27 10:00:19;2018-10-27 10:02:42;0;24;15;31;1;10;100;"A"
1;1;52;1;40;"condB";2018-10-27 10:59:38;2018-10-27 10:59:42;2018-10-27 11:00:06;2018-10-27 11:03:13;0;24;7;28;1;13;97;"D"
1;1;53;1;40;"condB";2018-10-27 12:00:02;2018-10-27 12:00:17;2018-10-27 12:00:19;2018-10-27 12:02:48;0;24;12;26;1;1;97;"A"
1;1;54;1;40;"condB";2018-10-27 13:00:03;2018-10-27 13:00:06;2018-10-27 13:00:39;2018-10-27 13:03:27;0;21;23;34;1;1;93;"E"
1;1;55;1;40;"condB";2018-10-27 14:00:08;2018-10-27 14:00:15;2018-10-27 14:00:16;2018-10-27 14:01:32;0;12;18;49;1;9;91;"E"
1;1;56;1;40;"condB";2018-10-28 08:59:55;2018-10-28 09:00:09;2018-10-28 09:00:15;2018-10-28 09:02:26;0;6;1;43;1;1;85;"D"
1;1;57;1;40;"condB";2018-10-28 10:00:01;2018-10-28 10:00:17;2018-10-28 10:00:40;2018-10-28 10:02:28;0;1;1;23;1;1;88;"E"
1;1;58;1;40;"condB";2018-10-28 11:00:01;2018-10-28 11:00:02;2018-10-28 11:00:18;2018-10-28 11:02:22;0;1;3;25;1;13;88;"B"
1;1;59;1;40;"condB";2018-10-28 12:00:06;2018-10-28 12:00:09;2018-10-28 12:00:25;2018-10-28 12:01:40;0;1;1;26;9;14;90;"A"
1;1;60;1;40;"condB";2018-10-28 13:00:09;2018-10-28 13:00:25;2018-10-28 13:00:39;2018-10-28 13:02:39;0;1;1;14;24;32;88;"D"
1;1;61;1;40;"condB";2018-10-29 09:59:45;2018-10-29 09:59:50;2018-10-29 09:59:53;2018-10-29 10:02:03;0;1;1;9;30;1;91;"C"
1;1;62;1;40;"condB";2018-10-29 11:00:03;2018-10-29 11:00:11;2018-10-29 11:00:18;2018-10-29 11:01:40;0;1;1;11;39;14;81;"C"
1;1;63;1;40;"condB";2018-10-29 12:00:13;2018-10-29 12:00:25;2018-10-29 12:00:45;2018-10-29 12:02:10;0;1;1;4;46;7;76;"E"
1;1;64;1;40;"condB";2018-10-29 13:00:19;2018-10-29 13:00:26;2018-10-29 13:00:54;2018-10-29 13:02:47;0;1;1;1;51;1;76;"A"
1;1;65;1;40;"condB";2018-10-29 13:59:52;2018-10-29 13:59:59;2018-10-29 14:00:11;2018-10-29 14:02:18;0;1;1;1;52;32;70;"B"
1;1;66;1;40;"condB";2018-10-30 10:00:29;2018-10-30 10:00:32;2018-10-30 10:00:40;2018-10-30 10:01:51;0;1;1;1;56;11;77;"B"
1;1;67;1;40;"condB";2018-10-30 11:00:18;2018-10-30 11:00:25;2018-10-30 11:00:35;2018-10-30 11:03:19;0;1;1;1;61;13;79;"A"
1;1;68;1;40;"condB";2018-10-30 11:59:50;2018-10-30 12:00:21;2018-10-30 12:01:06;2018-10-30 12:01:31;0;1;1;1;55;1;80;"B"
1;1;69;1;40;"condB";2018-10-30 13:00:07;2018-10-30 13:00:15;2018-10-30 13:00:34;2018-10-30 13:02:46;0;1;5;1;48;1;79;"A"
1;1;70;1;40;"condB";2018-10-30 14:00:18;2018-10-30 14:00:24;2018-10-30 14:00:42;2018-10-30 14:02:29;0;1;1;2;51;21;72;"D"
1;2;1;2;42;"condB";2018-10-17 09:59:58;2018-10-17 10:00:15;2018-10-17 10:00:21;2018-10-17 10:04:32;0;32;3;10;5;20;1;"C"
1;2;2;2;42;"condB";2018-10-17 10:59:50;2018-10-17 10:59:53;2018-10-17 11:00:22;2018-10-17 11:03:08;0;23;4;14;4;4;11;"C"
1;2;3;2;42;"condB";2018-10-17 11:59:55;2018-10-17 12:00:16;2018-10-17 12:00:37;2018-10-17 12:02:42;0;17;7;19;14;34;20;"B"
1;2;4;2;42;"condB";2018-10-17 13:00:01;2018-10-17 13:00:05;2018-10-17 13:00:15;2018-10-17 13:03:07;0;24;12;16;24;3;28;"A"
1;2;5;2;42;"condB";2018-10-17 13:59:58;2018-10-17 14:00:01;2018-10-17 14:00:23;2018-10-17 14:03:12;0;32;6;14;20;1;35;"E"
1;2;6;2;42;"condB";2018-10-18 10:00:07;2018-10-18 10:00:09;2018-10-18 10:00:44;2018-10-18 10:03:49;0;26;1;18;17;1;42;"D"
1;2;7;2;42;"condB";2018-10-18 10:59:45;2018-10-18 10:59:48;2018-10-18 10:59:55;2018-10-18 11:02:03;0;15;1;21;30;23;47;"D"
1;2;8;2;42;"condB";2018-10-18 11:59:56;2018-10-18 12:00:04;2018-10-18 12:00:11;2018-10-18 12:01:56;0;19;1;17;29;30;52;"D"
1;2;9;2;42;"condB";2018-10-18 13:00:09;2018-10-18 13:00:14;2018-10-18 13:00:22;2018-10-18 13:01:18;1;21;2;13;24;1;57;"A"
1;2;10;2;42;"condB";2018-10-18 14:00:05;2018-10-18 14:00:18;2018-10-18 14:00:25;2018-10-18 14:02:50;0;11;2;15;36;2;61;"D"
1;2;11;2;42;"condB";2018-10-19 09:59:51;2018-10-19 10:00:14;2018-10-19 10:00:30;2018-10-19 10:02:50;0;11;1;10;35;26;65;"C"
1;2;12;2;42;"condB";2018-10-19 10:59:56;2018-10-19 11:00:22;2018-10-19 11:00:29;2018-10-19 11:02:11;0;13;1;7;32;17;68;"B"
1;2;13;2;42;"condB";2018-10-19 12:00:04;2018-10-19 12:00:07;2018-10-19 12:00:38;2018-10-19 12:02:17;0;13;1;3;26;17;71;"E"
1;2;14;2;42;"condB";2018-10-19 12:59:51;2018-10-19 13:00:05;2018-10-19 13:00:39;2018-10-19 13:01:41;0;8;2;1;27;20;75;"E"
1;2;15;2;42;"condB";2018-10-19 13:59:58;2018-10-19 14:00:10;2018-10-19 14:00:44;2018-10-19 14:02:18;0;7;5;1;33;42;77;"B"
1;2;16;2;42;"condB";2018-10-20 09:59:51;2018-10-20 09:59:59;2018-10-20 10:00:22;2018-10-20 10:02:19;0;14;4;1;26;22;79;"A"
1;2;17;2;42;"condB";2018-10-20 11:00:16;2018-10-20 11:00:21;2018-10-20 11:00:41;2018-10-20 11:03:04;0;14;3;1;17;5;81;"A"
1;2;18;2;42;"condB";2018-10-20 12:00:08;2018-10-20 12:00:12;2018-10-20 12:00:26;2018-10-20 12:02:08;0;9;4;1;12;54;83;"D"
1;2;19;2;42;"condB";2018-10-20 13:00:05;2018-10-20 13:00:06;2018-10-20 13:00:14;2018-10-20 13:01:12;0;13;10;1;19;1;84;"D"
1;2;20;2;42;"condB";2018-10-20 13:59:56;2018-10-20 14:00:01;2018-10-20 14:00:06;2018-10-20 14:01:36;0;21;8;1;17;6;86;"E"
1;2;21;2;42;"condB";2018-10-21 09:59:53;2018-10-21 09:59:59;2018-10-21 10:00:10;2018-10-21 10:01:19;0;27;1;1;1;30;87;"E"
1;2;22;2;42;"condB";2018-10-21 11:00:09;2018-10-21 11:00:16;2018-10-21 11:00:35;2018-10-21 11:01:26;0;19;1;1;1;12;88;"A"
1;2;23;2;42;"condB";2018-10-21 11:59:54;2018-10-21 12:00:03;2018-10-21 12:00:19;2018-10-21 12:01:36;0;17;8;1;1;31;89;"D"
1;2;24;2;42;"condB";2018-10-21 12:59:55;2018-10-21 13:00:02;2018-10-21 13:00:19;2018-10-21 13:01:47;0;25;16;3;2;51;90;"D"
1;2;25;2;42;"condB";2018-10-21 14:00:07;2018-10-21 14:00:10;2018-10-21 14:00:23;2018-10-21 14:02:48;0;32;15;3;4;10;90;"B"
1;2;26;2;42;"condB";2018-10-22 10:00:01;2018-10-22 10:00:34;2018-10-22 10:00:54;2018-10-22 10:03:06;0;32;8;8;1;32;91;"E"
1;2;27;2;42;"condB";2018-10-22 11:00:02;2018-10-22 11:00:10;2018-10-22 11:00:21;2018-10-22 11:02:29;0;30;4;13;1;3;91;"D"
1;2;28;2;42;"condB";2018-10-22 11:59:54;2018-10-22 11:59:59;2018-10-22 12:00:12;2018-10-22 12:01:40;0;29;5;17;3;76;92;"C"
1;2;29;2;42;"condB";2018-10-22 12:59:58;2018-10-22 13:00:08;2018-10-22 13:00:17;2018-10-22 13:00:43;0;31;6;19;7;16;93;"A"
1;2;30;2;42;"condB";2018-10-22 13:59:48;2018-10-22 13:59:52;2018-10-22 14:00:27;2018-10-22 14:02:10;0;31;7;22;10;45;94;"E"
1;2;31;2;42;"condB";2018-10-23 10:00:03;2018-10-23 10:00:05;2018-10-23 10:00:10;2018-10-23 10:02:20;0;27;7;27;16;27;94;"D"
1;2;32;2;42;"condB";2018-10-23 10:59:57;2018-10-23 11:00:07;2018-10-23 11:00:22;2018-10-23 11:02:40;0;22;7;29;30;25;95;"D"
1;2;33;2;42;"condB";2018-10-23 12:00:10;2018-10-23 12:00:14;2018-10-23 12:00:28;2018-10-23 12:02:18;0;26;1;27;31;29;96;"E"
1;2;34;2;42;"condB";2018-10-23 12:59:45;2018-10-23 13:00:07;2018-10-23 13:00:33;2018-10-23 13:01:51;0;26;1;25;31;35;96;"A"
1;2;35;2;42;"condB";2018-10-23 14:00:00;2018-10-23 14:00:07;2018-10-23 14:00:33;2018-10-23 14:02:47;0;17;1;25;29;13;96;"E"
1;2;36;2;42;"condB";2018-10-24 10:00:04;2018-10-24 10:00:08;2018-10-24 10:00:18;2018-10-24 10:02:01;0;3;4;26;42;22;96;"E"
1;2;37;2;42;"condB";2018-10-24 11:00:09;2018-10-24 11:00:26;2018-10-24 11:00:42;2018-10-24 11:02:43;0;4;5;19;59;1;97;"D"
1;2;38;2;42;"condB";2018-10-24 11:59:59;2018-10-24 12:00:10;2018-10-24 12:00:30;2018-10-24 12:03:39;0;20;1;6;51;27;96;"B"
1;2;39;2;42;"condB";2018-10-24 13:00:03;2018-10-24 13:00:11;2018-10-24 13:00:15;2018-10-24 13:01:15;0;15;1;1;28;11;96;"D"
1;2;40;2;42;"condB";2018-10-24 14:00:16;2018-10-24 14:00:25;2018-10-24 14:00:43;2018-10-24 14:02:19;0;1;1;3;30;20;96;"E"
1;2;41;2;42;"condB";2018-10-25 09:59:59;2018-10-25 10:00:14;2018-10-25 10:00:26;2018-10-25 10:02:57;0;1;6;1;46;35;97;"B"
1;2;42;2;42;"condB";2018-10-25 10:59:53;2018-10-25 11:00:02;2018-10-25 11:00:32;2018-10-25 11:02:00;0;13;11;1;34;1;97;"B"
1;2;43;2;42;"condB";2018-10-25 11:59:54;2018-10-25 11:59:57;2018-10-25 12:00:21;2018-10-25 12:02:00;0;17;6;1;20;6;97;"E"
1;2;44;2;42;"condB";2018-10-25 13:00:18;2018-10-25 13:00:29;2018-10-25 13:00:35;2018-10-25 13:01:52;0;5;3;1;21;13;98;"B"
1;2;45;2;42;"condB";2018-10-25 13:59:55;2018-10-25 14:00:06;2018-10-25 14:00:44;2018-10-25 14:01:56;0;6;4;1;22;10;98;"B"
1;2;46;2;42;"condB";2018-10-26 10:00:16;2018-10-26 10:00:49;2018-10-26 10:01:02;2018-10-26 10:02:11;0;22;5;1;10;2;98;"B"
1;2;47;2;42;"condB";2018-10-26 10:59:56;2018-10-26 11:00:05;2018-10-26 11:00:25;2018-10-26 11:01:42;0;24;6;1;1;1;98;"A"
1;2;48;2;42;"condB";2018-10-26 11:59:48;2018-10-26 12:00:00;2018-10-26 12:00:10;2018-10-26 12:00:14;0;14;8;1;8;1;99;"B"
1;2;49;2;42;"condB";2018-10-26 12:59:50;2018-10-26 12:59:51;2018-10-26 13:00:00;2018-10-26 13:01:20;0;24;11;1;8;16;99;"A"
1;2;50;2;42;"condB";2018-10-26 13:59:52;2018-10-26 14:00:22;2018-10-26 14:00:31;2018-10-26 14:02:09;0;34;6;1;2;1;99;"D"
1;2;51;2;42;"condB";2018-10-27 09:59:57;2018-10-27 10:00:04;2018-10-27 10:00:12;2018-10-27 10:01:37;0;33;1;1;1;14;99;"A"
1;2;52;2;42;"condB";2018-10-27 11:00:04;2018-10-27 11:00:12;2018-10-27 11:00:27;2018-10-27 11:02:37;0;24;5;5;1;12;99;"D"
1;2;53;2;42;"condB";2018-10-27 11:59:54;2018-10-27 12:00:05;2018-10-27 12:00:22;2018-10-27 12:00:36;0;23;12;10;1;13;99;"D"
1;2;54;2;42;"condB";2018-10-27 12:59:54;2018-10-27 12:59:56;2018-10-27 13:00:10;2018-10-27 13:02:17;0;30;14;11;5;1;99;"A"
1;2;55;2;42;"condB";2018-10-27 13:59:39;2018-10-27 13:59:45;2018-10-27 14:00:20;2018-10-27 14:02:44;0;38;11;12;3;1;98;"A"
1;2;56;2;42;"condB";2018-10-28 08:59:59;2018-10-28 09:00:06;2018-10-28 09:00:11;2018-10-28 09:00:57;0;32;5;18;3;32;99;"A"
1;2;57;2;42;"condB";2018-10-28 10:00:10;2018-10-28 10:00:23;2018-10-28 10:00:36;2018-10-28 10:01:41;0;24;3;24;10;21;99;"A"
1;2;58;2;42;"condB";2018-10-28 11:00:11;2018-10-28 11:00:20;2018-10-28 11:00:21;2018-10-28 11:00:43;1;31;4;22;18;21;99;"A"
1;2;59;2;42;"condB";2018-10-28 11:59:55;2018-10-28 11:59:58;2018-10-28 12:00:01;2018-10-28 12:02:10;0;31;1;23;13;14;99;"C"
1;2;60;2;42;"condB";2018-10-28 13:00:04;2018-10-28 13:00:11;2018-10-28 13:00:25;2018-10-28 13:01:00;0;19;1;24;23;27;99;"D"
1;2;61;2;42;"condB";2018-10-29 10:00:16;2018-10-29 10:00:19;2018-10-29 10:00:20;2018-10-29 10:02:37;0;17;2;20;28;66;99;"D"
1;2;62;2;42;"condB";2018-10-29 11:00:09;2018-10-29 11:00:11;2018-10-29 11:00:19;2018-10-29 11:01:08;0;19;4;16;33;40;99;"B"
1;2;63;2;42;"condB";2018-10-29 11:59:48;2018-10-29 11:59:55;2018-10-29 12:00:33;2018-10-29 12:01:41;0;16;1;14;30;27;100;"A"
1;2;64;2;42;"condB";2018-10-29 12:59:46;2018-10-29 12:59:50;2018-10-29 12:59:57;2018-10-29 13:01:57;0;10;1;12;34;1;100;"B"
1;2;65;2;42;"condB";2018-10-29 14:00:15;2018-10-29 14:00:19;2018-10-29 14:00:27;2018-10-29 14:02:10;0;11;1;8;34;1;100;"A"
1;2;66;2;42;"condB";2018-10-30 09:59:56;2018-10-30 10:00:02;2018-10-30 10:00:48;2018-10-30 10:01:46;0;15;1;6;28;1;100;"A"
1;2;67;2;42;"condB";2018-10-30 11:00:11;2018-10-30 11:00:25;2018-10-30 11:00:42;2018-10-30 11:01:38;0;8;1;5;31;16;100;"B"
1;2;68;2;42;"condB";2018-10-30 12:00:20;2018-10-30 12:00:30;2018-10-30 12:00:35;2018-10-30 12:02:24;0;7;3;2;38;18;100;"E"
1;2;69;2;42;"condB";2018-10-30 13:00:02;2018-10-30 13:00:10;2018-10-30 13:00:30;2018-10-30 13:01:37;0;16;1;1;27;10;99;"B"
1;2;70;2;42;"condB";2018-10-30 13:59:56;2018-10-30 14:00:23;2018-10-30 14:00:41;2018-10-30 14:02:46;0;14;1;1;16;22;99;"B"
2;1;1;3;25;"condB";2018-08-09 10:00:03;2018-08-09 10:00:12;2018-08-09 10:00:18;2018-08-09 10:04:21;0;8;21;1;96;1;1;"E"
2;1;2;3;25;"condB";2018-08-09 11:00:13;2018-08-09 11:00:20;2018-08-09 11:00:52;2018-08-09 11:03:23;0;19;35;1;100;6;11;"E"
2;1;3;3;25;"condB";2018-08-09 12:00:22;2018-08-09 12:00:24;2018-08-09 12:01:07;2018-08-09 12:04:23;1;10;30;1;100;1;20;"B"
2;1;4;3;25;"condB";2018-08-09 12:59:44;2018-08-09 12:59:59;2018-08-09 13:00:16;2018-08-09 13:01:55;0;13;31;1;100;24;28;"C"
2;1;5;3;25;"condB";2018-08-09 14:00:02;2018-08-09 14:00:13;2018-08-09 14:00:24;2018-08-09 14:03:17;0;9;13;1;95;11;35;"E"
2;1;6;3;25;"condB";2018-08-10 09:59:44;2018-08-10 09:59:47;2018-08-10 09:59:59;2018-08-10 10:02:08;0;22;25;1;85;1;42;"E"
2;1;7;3;25;"condB";2018-08-10 10:59:30;2018-08-10 10:59:38;2018-08-10 10:59:50;2018-08-10 11:01:47;1;9;10;1;78;24;47;"A"
2;1;8;3;25;"condB";2018-08-10 11:59:57;2018-08-10 11:59:59;2018-08-10 12:00:06;2018-08-10 12:01:57;0;24;27;1;79;1;52;"D"
2;1;9;3;25;"condB";2018-08-10 12:59:50;2018-08-10 12:59:52;2018-08-10 13:00:01;2018-08-10 13:00:58;1;12;21;1;79;1;57;"C"
2;1;10;3;25;"condB";2018-08-10 14:00:08;2018-08-10 14:00:12;2018-08-10 14:00:24;2018-08-10 14:02:07;1;26;49;1;86;17;61;"B"
2;1;11;3;25;"condB";2018-08-11 09:59:52;2018-08-11 09:59:54;2018-08-11 10:00:11;2018-08-11 10:01:04;0;13;30;1;95;5;65;"C"
2;1;12;3;25;"condB";2018-08-11 10:59:56;2018-08-11 11:00:06;2018-08-11 11:00:41;2018-08-11 11:02:45;1;36;57;7;100;7;68;"C"
2;1;13;3;25;"condB";2018-08-11 11:59:58;2018-08-11 12:00:09;2018-08-11 12:00:13;2018-08-11 12:01:02;0;15;30;1;100;8;71;"D"
2;1;14;3;25;"condB";2018-08-11 13:00:00;2018-08-11 13:00:08;2018-08-11 13:00:12;2018-08-11 13:02:41;1;40;50;6;100;14;74;"A"
2;1;15;3;25;"condB";2018-08-11 13:59:46;2018-08-11 13:59:47;2018-08-11 14:00:07;2018-08-11 14:02:37;0;25;31;1;100;7;76;"D"
2;1;16;3;25;"condB";2018-08-12 10:00:07;2018-08-12 10:00:13;2018-08-12 10:00:50;2018-08-12 10:02:24;0;38;48;1;100;10;78;"E"
2;1;17;3;25;"condB";2018-08-12 11:00:01;2018-08-12 11:00:14;2018-08-12 11:00:33;2018-08-12 11:02:35;0;20;36;1;100;10;80;"A"
2;1;18;3;25;"condB";2018-08-12 11:59:50;2018-08-12 12:00:12;2018-08-12 12:00:25;2018-08-12 12:02:49;0;28;44;1;100;1;82;"E"
2;1;19;3;25;"condB";2018-08-12 13:00:06;2018-08-12 13:00:12;2018-08-12 13:00:49;2018-08-12 13:02:55;0;21;39;1;100;5;83;"B"
2;1;20;3;25;"condB";2018-08-12 13:59:55;2018-08-12 14:00:05;2018-08-12 14:00:15;2018-08-12 14:03:10;1;27;41;1;100;16;85;"D"
2;1;21;3;25;"condB";2018-08-13 10:00:07;2018-08-13 10:00:13;2018-08-13 10:00:46;2018-08-13 10:03:17;0;27;39;1;100;10;87;"D"
2;1;22;3;25;"condB";2018-08-13 10:59:50;2018-08-13 11:00:07;2018-08-13 11:00:17;2018-08-13 11:02:22;0;24;36;1;100;26;88;"C"
2;1;23;3;25;"condB";2018-08-13 11:59:59;2018-08-13 12:00:09;2018-08-13 12:00:33;2018-08-13 12:03:31;0;23;32;1;100;24;90;"D"
2;1;24;3;25;"condB";2018-08-13 13:00:16;2018-08-13 13:00:23;2018-08-13 13:00:36;2018-08-13 13:02:29;1;20;27;1;100;1;91;"D"
